id,date,car,seat_color,car_color,value (US$ mi),value off (US$ mi),discount (%),total (US$ mi),salesperson,city,country
2256,2019-9-9,McLaren P1 LM,black,gold,3.8850000000000002,3.834034697036666,3,3.7190136561255662,Joaquim,lisboa,portugal
2257,2019-9-22,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.963394676929251,2,13.684126783390667,Henrique,lisboa,portugal
2258,2019-9-18,Lamborghini Veneno Roadster,black,gold,4.7250000000000005,4.664031642250426,1,4.6173913258279216,Nicolas,lisboa,portugal
2259,2019-9-13,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.914370670600889,1,13.77522696389488,Joaquim,lisboa,portugal
2260,2019-9-22,McLaren P1 LM,white,gold,3.9627000000000008,3.915937623653867,0,3.915937623653867,Isaac,lisboa,portugal
2261,2019-9-6,W Motors Lykan Hypersport,red,blue,3.7485,3.7044424334700246,3,3.5933091604659237,Joaquim,lisboa,portugal
2262,2019-9-9,Lamborghini Veneno Roadster,brown,red,4.961250000000001,4.882852179849945,2,4.785195136252947,Hinata,tokio,japan
2263,2019-9-12,Lamborghini Veneno Roadster,black,black,4.5,4.442697717864216,1,4.398270740685573,Sakura,tokio,japan
2264,2019-9-11,McLaren P1 LM,black,silver,3.8850000000000002,3.841380939229958,0,3.841380939229958,Sakura,tokio,japan
2265,2019-9-5,Bugatti La Voiture Noire,white,black,19.073999999999998,18.887113122639242,2,18.509370860186458,Sakura,tokio,japan
2266,2019-9-18,McLaren P1 LM,brown,blue,4.07925,4.0320418789154555,2,3.9514010413371463,Yumi,tokio,japan
2267,2019-9-9,Bugatti La Voiture Noire,brown,blue,20.616750000000003,20.313385255497234,0,20.313385255497234,Yumi,tokio,japan
2268,2019-9-1,Bugatti Chiron,black,red,3.045,3.0053335229583396,1,2.9752801877287562,Naomi,tokio,japan
2269,2019-9-9,Lamborghini Veneno Roadster,red,white,4.819500000000001,4.774811565716142,0,4.774811565716142,Hinata,tokio,japan
2270,2019-9-15,W Motors Lykan Hypersport,brown,red,3.7485,3.7141387650087148,2,3.6398559897085403,Hana,tokio,japan
2271,2019-9-14,Bugatti La Voiture Noire,white,white,19.455479999999998,19.14869280467905,2,18.76571894858547,Sakura,tokio,japan
2272,2019-9-7,Bugatti La Voiture Noire,brown,black,19.635,19.38888200920065,2,19.001104369016637,Sakura,tokio,japan
2273,2019-9-19,Ferrari Pininfarina Sergio,white,white,3.1212,3.0920319741027518,1,3.0611116543617243,Hinata,tokio,japan
2274,2019-9-6,Rolls-Royce Sweptail,white,gold,13.708800000000002,13.513800648685859,0,13.513800648685859,Harumi,tokio,japan
2275,2019-9-24,McLaren P1 LM,white,black,3.7740000000000005,3.7359959677032113,3,3.623916088672115,Hana,tokio,japan
2276,2019-9-15,McLaren P1 LM,brown,blue,4.07925,4.024189534846637,0,4.024189534846637,Saori,tokio,japan
2277,2019-9-24,Koenigsegg CCXR Trevita,white,blue,5.1408000000000005,5.070231791703791,1,5.019529473786753,Iasmin,riad,Saudi Arabia
2278,2019-9-16,Bugatti Chiron,black,gold,3.045,3.014662332346262,2,2.9543690856993368,Nadia,riad,Saudi Arabia
2279,2019-9-9,Bugatti La Voiture Noire,white,silver,20.0277,19.73721042121995,0,19.73721042121995,Nadia,riad,Saudi Arabia
2280,2019-9-5,Aston Martin Valkyrie,black,silver,3.3600000000000003,3.3293235489691364,1,3.296030313479445,Jamile,riad,Saudi Arabia
2281,2019-9-14,Rolls-Royce Sweptail,white,blue,13.708800000000002,13.516450597673696,2,13.246121585720223,Iasmin,riad,Saudi Arabia
2282,2019-9-3,W Motors Lykan Hypersport,white,red,3.6414,3.608462288783195,3,3.5002084201196992,Aisha,riad,Saudi Arabia
2283,2019-9-21,Rolls-Royce Sweptail,red,white,13.708800000000002,13.542616005392091,0,13.542616005392091,Aisha,riad,Saudi Arabia
2284,2019-9-17,Bugatti Veyron by Mansory Vivere,brown,white,3.6414,3.6014307288920753,0,3.6014307288920753,Iasmin,riad,Saudi Arabia
2285,2019-9-7,Bugatti Veyron by Mansory Vivere,white,black,3.468,3.4355874398916626,0,3.4355874398916626,Soraia,riad,Saudi Arabia
2286,2019-10-22,McLaren P1 LM,white,white,3.8494800000000007,3.8087052016148015,0,3.8087052016148015,Luísa,sao paulo,brazil
2287,2019-10-13,Ferrari Pininfarina Sergio,red,black,3.1500000000000004,3.1154513722237827,2,3.053142344779307,Laura,sao paulo,brazil
2288,2019-10-7,Bugatti Veyron by Mansory Vivere,brown,black,3.57,3.518449112240739,1,3.4832646211183316,Luísa,sao paulo,brazil
2289,2019-10-17,Lamborghini Veneno Roadster,brown,red,4.961250000000001,4.887803324958513,2,4.790047258459343,Sophia,sao paulo,brazil
2290,2019-10-7,Ferrari Pininfarina Sergio,white,red,3.213,3.1814762322897177,1,3.1496614699668206,Maria Luísa,new york,united state
2291,2019-10-6,Bugatti La Voiture Noire,brown,blue,20.616750000000003,20.328254511406506,0,20.328254511406506,Cecília,new york,united state
2292,2019-10-10,Ferrari Pininfarina Sergio,black,red,3.1500000000000004,3.1119779619483268,2,3.04973840270936,Mariana,new york,united state
2293,2019-10-5,Koenigsegg CCXR Trevita,white,blue,5.1408000000000005,5.072295902144775,3,4.920127025080432,Théo,toronto,canada
2294,2019-10-3,Ferrari Pininfarina Sergio,brown,red,3.3075000000000006,3.27488568720821,0,3.27488568720821,Matheus,toronto,canada
2295,2019-10-10,Koenigsegg CCXR Trevita,white,gold,5.1408000000000005,5.079945020220209,0,5.079945020220209,Pedro,toronto,canada
2296,2019-10-8,Koenigsegg CCXR Trevita,red,white,5.1408000000000005,5.088886179641601,3,4.936219594252353,Bernardo,toronto,canada
2297,2019-10-24,Bugatti La Voiture Noire,black,blue,19.635,19.373922960745443,3,18.79270527192308,Bernardo,toronto,canada
2298,2019-10-11,McLaren P1 LM,white,blue,3.9627000000000008,3.926168077689558,0,3.926168077689558,Lucas,toronto,canada
2299,2019-10-4,Koenigsegg CCXR Trevita,white,silver,5.1408000000000005,5.0684947503870665,1,5.017809802883196,Samuel,toronto,canada
2300,2019-10-10,Bugatti Chiron,brown,white,3.1059,3.0640023661545452,2,3.0027223188314545,Arthur,toronto,canada
2301,2019-10-18,Lamborghini Veneno Roadster,black,silver,4.7250000000000005,4.669136461157233,3,4.529062367322516,Lucas,toronto,canada
2302,2019-10-1,McLaren P1 LM,black,gold,3.8850000000000002,3.8320127223169833,3,3.717052340647474,Samuel,toronto,canada
2303,2019-10-23,McLaren P1 LM,black,red,3.8850000000000002,3.823807803105338,2,3.7473316470432314,Pedro,toronto,canada
2304,2019-10-6,Ferrari Pininfarina Sergio,white,gold,3.213,3.173557414302596,3,3.078350691873518,Lucas,toronto,canada
2305,2019-10-17,McLaren P1 LM,white,black,3.7740000000000005,3.7351313606312853,2,3.6604287334186596,Théo,toronto,canada
2306,2019-10-8,Bugatti Veyron by Mansory Vivere,black,red,3.57,3.525796883566088,2,3.455280945894766,Bernardo,toronto,canada
2307,2019-10-6,W Motors Lykan Hypersport,black,silver,3.57,3.533691489531176,2,3.4630176597405526,Joaquim,lisboa,portugal
2308,2019-10-1,McLaren P1 LM,black,blue,3.8850000000000002,3.8241557190695437,0,3.8241557190695437,Joaquim,lisboa,portugal
2309,2019-10-4,W Motors Lykan Hypersport,white,black,3.468,3.4296302373189578,1,3.3953339349457683,Rafael,lisboa,portugal
2310,2019-10-2,McLaren P1 LM,black,white,3.7740000000000005,3.738692866868066,1,3.7013059381993854,Nicolas,lisboa,portugal
2311,2019-10-23,Lamborghini Veneno Roadster,red,black,4.7250000000000005,4.6791871201253485,3,4.538811506521588,Henrique,lisboa,portugal
2312,2019-10-19,Rolls-Royce Sweptail,black,blue,13.440000000000001,13.32525161851663,1,13.191999102331463,Nicolas,lisboa,portugal
2313,2019-10-20,Lamborghini Veneno Roadster,red,white,4.819500000000001,4.7562075601816165,0,4.7562075601816165,Rafael,lisboa,portugal
2314,2019-10-1,W Motors Lykan Hypersport,red,white,3.6414,3.5999371767363986,2,3.5279384332016708,Henrique,lisboa,portugal
2315,2019-10-9,Lamborghini Veneno Roadster,white,gold,4.8195,4.77127235478103,1,4.72355963123322,Nicolas,lisboa,portugal
2316,2019-10-10,Bugatti Veyron by Mansory Vivere,red,white,3.6414,3.6042148647147156,2,3.5321305674204213,Joaquim,lisboa,portugal
2317,2019-10-16,Aston Martin Valkyrie,black,white,3.2640000000000002,3.2321678263372076,1,3.1998461480738354,Joaquim,lisboa,portugal
2318,2019-10-15,Bugatti Chiron,red,black,3.045,3.0097600546711374,3,2.9194672530310033,Nicolas,lisboa,portugal
2319,2019-10-13,Koenigsegg CCXR Trevita,white,silver,5.1408000000000005,5.063179026811453,0,5.063179026811453,Joaquim,lisboa,portugal
2320,2019-10-11,Lamborghini Veneno Roadster,red,blue,4.961250000000001,4.905641471634593,2,4.807528642201901,Henrique,lisboa,portugal
2321,2019-10-21,Aston Martin Valkyrie,black,silver,3.3600000000000003,3.329036571888416,2,3.262455840450648,Nicolas,lisboa,portugal
2322,2019-10-13,Lamborghini Veneno Roadster,brown,white,4.819500000000001,4.7778255781425605,2,4.6822690665797095,Isaac,lisboa,portugal
2323,2019-10-22,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.920621392037397,1,13.781415178117022,Nicolas,lisboa,portugal
2324,2019-10-24,McLaren P1 LM,brown,blue,4.07925,4.035391214262223,0,4.035391214262223,Isaac,lisboa,portugal
2325,2019-10-23,Bugatti Veyron by Mansory Vivere,black,red,3.57,3.536414023965718,2,3.4656857434864037,Nicolas,lisboa,portugal
2326,2019-10-2,Rolls-Royce Sweptail,brown,silver,14.112000000000002,13.93305287748193,1,13.793722348707112,Henrique,lisboa,portugal
2327,2019-10-14,Aston Martin Valkyrie,brown,gold,3.5280000000000005,3.4877126959777773,3,3.383081315098444,Hana,tokio,japan
2328,2019-10-18,Bugatti Chiron,red,white,3.1059,3.0678694516661387,0,3.0678694516661387,Hana,tokio,japan
2329,2019-10-18,Aston Martin Valkyrie,white,gold,3.4272000000000005,3.3818242894224526,2,3.3141878036340033,Sayuri,tokio,japan
2330,2019-10-10,Bugatti Chiron,brown,red,3.19725,3.1650348066815335,3,3.0700837624810875,Yumi,tokio,japan
2331,2019-10-16,W Motors Lykan Hypersport,black,black,3.4,3.3604948664281986,0,3.3604948664281986,Naomi,tokio,japan
2332,2019-10-8,Bugatti Chiron,red,black,3.045,3.0064051462907573,1,2.9763410948278497,Soraia,riad,Saudi Arabia
2333,2019-10-17,W Motors Lykan Hypersport,white,silver,3.6414,3.6085241202628926,0,3.6085241202628926,Jamile,riad,Saudi Arabia
2334,2019-10-21,Bugatti Chiron,brown,black,3.045,2.9981181761895437,0,2.9981181761895437,Laila,riad,Saudi Arabia
2335,2019-10-14,Bugatti Chiron,brown,silver,3.19725,3.146754652732589,1,3.115287106205263,Nadia,riad,Saudi Arabia
2336,2019-10-4,Ferrari Pininfarina Sergio,brown,blue,3.3075000000000006,3.2690591175857286,1,3.2363685264098714,Aisha,riad,Saudi Arabia
2337,2019-10-9,W Motors Lykan Hypersport,white,white,3.53736,3.5032815555506582,0,3.5032815555506582,Nadia,riad,Saudi Arabia
2338,2019-10-7,W Motors Lykan Hypersport,black,red,3.57,3.5247919111157304,1,3.489543992004573,Isa,riad,Saudi Arabia
2339,2019-10-5,Ferrari Pininfarina Sergio,brown,silver,3.3075000000000006,3.257322762519685,1,3.2247495348944883,Nadia,riad,Saudi Arabia
2340,2019-10-12,McLaren P1 LM,white,gold,3.9627000000000008,3.9284635744861873,1,3.8891789387413254,Aisha,riad,Saudi Arabia
2341,2019-10-4,Ferrari Pininfarina Sergio,red,white,3.2130000000000005,3.175640308287996,0,3.175640308287996,Soraia,riad,Saudi Arabia
2342,2019-10-2,Rolls-Royce Sweptail,black,white,13.056000000000001,12.853602477566826,1,12.725066452791157,Fatima,riad,Saudi Arabia
2343,2019-10-6,Bugatti Chiron,white,white,3.0171599999999996,2.9824216151617633,0,2.9824216151617633,Aisha,riad,Saudi Arabia
2344,2019-10-21,Aston Martin Valkyrie,brown,red,3.5280000000000005,3.4927630605918156,3,3.387980168774061,Laila,riad,Saudi Arabia
2345,2019-10-13,Aston Martin Valkyrie,brown,white,3.4272000000000005,3.3850903044726546,2,3.3173884983832016,Iasmin,riad,Saudi Arabia
2346,2019-10-13,McLaren P1 LM,black,red,3.8850000000000002,3.8324611668304094,0,3.8324611668304094,Fatima,riad,Saudi Arabia
2347,2019-10-11,Bugatti La Voiture Noire,brown,gold,20.616750000000003,20.345895341863738,1,20.142436388445102,Fatima,riad,Saudi Arabia
2348,2019-10-10,Bugatti Chiron,red,blue,3.19725,3.1488168636584306,3,3.0543523577486775,Isa,riad,Saudi Arabia
2349,2019-10-14,Bugatti Veyron by Mansory Vivere,black,silver,3.57,3.5392022995834056,0,3.5392022995834056,Iasmin,riad,Saudi Arabia
2350,2019-10-24,Bugatti La Voiture Noire,black,white,19.073999999999998,18.79778116933582,2,18.421825545949105,Fatima,riad,Saudi Arabia
2351,2019-10-19,Bugatti Chiron,red,red,3.19725,3.169623778837953,2,3.1062313032611937,Iasmin,riad,Saudi Arabia
2352,2019-10-14,Rolls-Royce Sweptail,white,silver,13.708800000000002,13.540127323203356,2,13.269324776739289,Iasmin,riad,Saudi Arabia
2353,2019-10-5,McLaren P1 LM,white,black,3.7740000000000005,3.7218818276514414,2,3.6474441910984123,Fatima,riad,Saudi Arabia
2354,2019-11-23,Bugatti Veyron by Mansory Vivere,black,white,3.468,3.4324753221637874,1,3.3981505689421496,Luísa,sao paulo,brazil
2355,2019-11-8,Lamborghini Veneno Roadster,brown,white,4.819500000000001,4.744761805147854,1,4.697314187096375,Luísa,sao paulo,brazil
2356,2019-11-18,Rolls-Royce Sweptail,black,blue,13.440000000000001,13.283349004499497,1,13.150515514454503,Isabella,sao paulo,brazil
2357,2019-11-6,McLaren P1 LM,black,white,3.7740000000000005,3.7355753916174983,2,3.660863883785148,Helena,sao paulo,brazil
2358,2019-11-10,W Motors Lykan Hypersport,white,blue,3.6414,3.590451648036893,2,3.518642615076155,Helena,sao paulo,brazil
2359,2019-11-1,Rolls-Royce Sweptail,brown,silver,14.112000000000002,13.953820448546908,3,13.535205835090501,Sophia,sao paulo,brazil
2360,2019-11-6,Koenigsegg CCXR Trevita,brown,black,5.04,4.976044199989009,0,4.976044199989009,Alice,sao paulo,brazil
2361,2019-11-1,Bugatti Chiron,black,white,2.9579999999999997,2.932538956996659,1,2.9032135674266923,Isabella,sao paulo,brazil
2362,2019-11-9,Rolls-Royce Sweptail,black,silver,13.440000000000001,13.325452102600932,2,13.058943060548915,Alice,sao paulo,brazil
2363,2019-11-17,Aston Martin Valkyrie,white,black,3.2640000000000002,3.216786514380353,1,3.1846186492365494,Alice,sao paulo,brazil
2364,2019-11-9,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.91196206325101,2,13.633722821985991,Luísa,sao paulo,brazil
2365,2019-11-16,Rolls-Royce Sweptail,white,black,13.056000000000001,12.911599653164606,1,12.78248365663296,Luísa,sao paulo,brazil
2366,2019-11-1,Bugatti Veyron by Mansory Vivere,brown,white,3.6414,3.6003792155731906,0,3.6003792155731906,Helena,sao paulo,brazil
2367,2019-11-12,W Motors Lykan Hypersport,black,blue,3.57,3.513705358168151,3,3.4082941974231065,Helena,sao paulo,brazil
2368,2019-11-13,Lamborghini Veneno Roadster,black,white,4.59,4.5198378233596825,2,4.429441066892489,Manuela,sao paulo,brazil
2369,2019-11-15,Rolls-Royce Sweptail,red,silver,14.112000000000002,13.95420458551495,2,13.67512049380465,Helena,sao paulo,brazil
2370,2019-11-5,Lamborghini Veneno Roadster,white,black,4.59,4.519752108480714,2,4.429357066311099,Luísa,sao paulo,brazil
2371,2019-11-8,Bugatti La Voiture Noire,red,silver,20.616750000000003,20.324346105853113,3,19.714615722677518,Helena,sao paulo,brazil
2372,2019-11-23,Bugatti Chiron,red,blue,3.19725,3.151293731102696,0,3.151293731102696,Heloísa,sao paulo,brazil
2373,2019-11-14,Bugatti Veyron by Mansory Vivere,red,black,3.57,3.5204966916097207,3,3.414881790861429,Luísa,sao paulo,brazil
2374,2019-11-8,Aston Martin Valkyrie,white,blue,3.4272000000000005,3.3927746129224077,2,3.3249191206639597,Luísa,sao paulo,brazil
2375,2019-11-20,Rolls-Royce Sweptail,white,gold,13.708800000000002,13.577661077156446,1,13.44188446638488,Lívia,new york,united state
2376,2019-11-3,Koenigsegg CCXR Trevita,black,white,4.896,4.836559230686211,2,4.739828046072486,Maitê,new york,united state
2377,2019-11-13,Bugatti Veyron by Mansory Vivere,black,red,3.57,3.5139245114380677,3,3.4085067760949257,Júlia,new york,united state
2378,2019-11-6,Ferrari Pininfarina Sergio,brown,gold,3.3075000000000006,3.2703459504491574,2,3.2049390314401744,Valentina,new york,united state
2379,2019-11-6,Aston Martin Valkyrie,black,white,3.2640000000000002,3.212500821031571,1,3.1803758128212554,Antonella,new york,united state
2380,2019-11-21,McLaren P1 LM,red,red,4.07925,4.026182268836266,3,3.9053968007711775,Eloá,new york,united state
2381,2019-11-23,W Motors Lykan Hypersport,red,red,3.7485,3.70365663813623,0,3.70365663813623,Valentina,new york,united state
2382,2019-11-4,Rolls-Royce Sweptail,red,white,13.708800000000002,13.56335427558757,2,13.292087190075819,Eloá,new york,united state
2383,2019-11-4,Koenigsegg CCXR Trevita,brown,blue,5.292000000000001,5.231708330648527,2,5.127074164035556,Cecília,new york,united state
2384,2019-11-3,Ferrari Pininfarina Sergio,red,white,3.2130000000000005,3.1803768800905146,0,3.1803768800905146,Eloá,new york,united state
2385,2019-11-17,W Motors Lykan Hypersport,brown,blue,3.7485,3.703395798432895,2,3.629327882464237,Maria Luísa,new york,united state
2386,2019-11-1,Bugatti Chiron,red,white,3.1059,3.0618408831454254,2,3.000604065482517,Giovanna,new york,united state
2387,2019-11-2,Bugatti Veyron by Mansory Vivere,black,black,3.4,3.355901497934183,3,3.2552244529961576,Mariana,new york,united state
2388,2019-11-16,McLaren P1 LM,black,white,3.7740000000000005,3.723760774684936,2,3.6492855591912376,Maria Luísa,new york,united state
2389,2019-11-2,W Motors Lykan Hypersport,black,white,3.468,3.4174493369174392,0,3.4174493369174392,Lívia,new york,united state
2390,2019-11-12,Bugatti Veyron by Mansory Vivere,red,red,3.7485,3.6993273546239687,2,3.6253408075314892,Giovanna,new york,united state
2391,2019-11-4,W Motors Lykan Hypersport,black,white,3.468,3.433439927161361,3,3.3304367293465202,Maria Luísa,new york,united state
2392,2019-11-18,Bugatti La Voiture Noire,black,blue,19.635,19.339145338093225,3,18.75897097795043,Gabriel,toronto,canada
2393,2019-11-17,McLaren P1 LM,black,gold,3.8850000000000002,3.824206933440113,1,3.7859648641057118,Benício,toronto,canada
2394,2019-11-13,Bugatti Chiron,brown,white,3.1059,3.059834388425677,2,2.9986377006571634,Bernardo,toronto,canada
2395,2019-11-20,Rolls-Royce Sweptail,brown,white,13.708800000000002,13.529675175974171,3,13.123784920694947,Samuel,toronto,canada
2396,2019-11-10,Lamborghini Veneno Roadster,black,silver,4.7250000000000005,4.683348744438297,3,4.542848282105148,Pedro,toronto,canada
2397,2019-11-23,Rolls-Royce Sweptail,brown,white,13.708800000000002,13.490520186120694,0,13.490520186120694,Matheus,toronto,canada
2398,2019-11-8,Bugatti Chiron,white,blue,3.1058999999999997,3.0635934015574544,3,2.9716855995107307,Théo,toronto,canada
2399,2019-11-2,McLaren P1 LM,brown,silver,4.07925,4.040590185396248,1,4.000184283542285,Heitor,toronto,canada
2400,2019-11-10,McLaren P1 LM,brown,blue,4.07925,4.038318554019357,3,3.917168997398776,Miguel,toronto,canada
2401,2019-11-2,Aston Martin Valkyrie,brown,white,3.4272000000000005,3.3952896241891284,2,3.3273838317053457,Pedro,toronto,canada
2402,2019-11-20,Rolls-Royce Sweptail,brown,silver,14.112000000000002,13.952106956949363,0,13.952106956949363,Gabriel,toronto,canada
2403,2019-11-8,McLaren P1 LM,black,gold,3.8850000000000002,3.847509708967432,0,3.847509708967432,Heitor,toronto,canada
2404,2019-11-1,Bugatti La Voiture Noire,white,gold,20.0277,19.724641818288138,2,19.330148981922374,Arthur,toronto,canada
2405,2019-11-6,Aston Martin Valkyrie,red,silver,3.5280000000000005,3.472735898863035,1,3.4380085398744042,Gabriel,toronto,canada
2406,2019-11-14,Rolls-Royce Sweptail,red,white,13.708800000000002,13.515729698866162,2,13.245415104888838,Bernardo,toronto,canada
2407,2019-11-15,McLaren P1 LM,black,gold,3.8850000000000002,3.8334232349093598,1,3.795089002560266,Benjamin,toronto,canada
2408,2019-11-11,Bugatti La Voiture Noire,black,white,19.073999999999998,18.867622144467404,2,18.490269701578057,Rafael,lisboa,portugal
2409,2019-11-5,W Motors Lykan Hypersport,black,white,3.468,3.43347318150956,1,3.3991384496944645,Henrique,lisboa,portugal
2410,2019-11-24,McLaren P1 LM,white,white,3.8494800000000007,3.8063841553068545,1,3.7683203137537857,Isaac,lisboa,portugal
2411,2019-11-20,Bugatti Chiron,black,red,3.045,3.004082413184456,1,2.9740415890526113,Joaquim,lisboa,portugal
2412,2019-11-7,Bugatti Veyron by Mansory Vivere,red,blue,3.7485,3.7124315234529535,3,3.601058577749365,Nicolas,lisboa,portugal
2413,2019-11-4,McLaren P1 LM,red,blue,4.07925,4.024485283483093,2,3.9439955778134315,Henrique,lisboa,portugal
2414,2019-11-20,McLaren P1 LM,white,blue,3.9627000000000008,3.9096037846037768,2,3.831411708911701,Nicolas,lisboa,portugal
2415,2019-11-5,Koenigsegg CCXR Trevita,brown,red,5.292000000000001,5.235080755389074,0,5.235080755389074,Isaac,lisboa,portugal
2416,2019-11-21,Bugatti Chiron,black,silver,3.045,3.0182685589381513,3,2.927720502170007,Nicolas,lisboa,portugal
2417,2019-11-19,Bugatti Chiron,brown,white,3.1059,3.0616490201931557,3,2.969799549587361,Nicolas,lisboa,portugal
2418,2019-11-18,Bugatti Veyron by Mansory Vivere,brown,silver,3.7485,3.702051952442654,3,3.5909903938693746,Nicolas,lisboa,portugal
2419,2019-11-19,Koenigsegg CCXR Trevita,brown,blue,5.292000000000001,5.228993629944607,3,5.072123821046269,Henrique,lisboa,portugal
2420,2019-11-19,Bugatti Chiron,red,silver,3.19725,3.169664581689799,0,3.169664581689799,Joaquim,lisboa,portugal
2421,2019-11-17,McLaren P1 LM,black,blue,3.8850000000000002,3.8341244682019635,1,3.795783223519944,Rafael,lisboa,portugal
2422,2019-11-21,Ferrari Pininfarina Sergio,white,gold,3.213,3.169772580290798,0,3.169772580290798,Rafael,lisboa,portugal
2423,2019-11-3,Koenigsegg CCXR Trevita,white,silver,5.1408000000000005,5.067918491560687,2,4.966560121729473,Henrique,lisboa,portugal
2424,2019-11-23,Aston Martin Valkyrie,black,gold,3.3600000000000003,3.321213716846476,2,3.2547894425095465,Nicolas,lisboa,portugal
2425,2019-11-9,Aston Martin Valkyrie,white,silver,3.4272000000000005,3.384218515434468,1,3.3503763302801235,Joaquim,lisboa,portugal
2426,2019-11-15,W Motors Lykan Hypersport,black,blue,3.57,3.5188689657361034,3,3.41330289676402,Sakura,tokio,japan
2427,2019-11-22,Ferrari Pininfarina Sergio,brown,black,3.1500000000000004,3.118932203268525,1,3.08774288123584,Naomi,tokio,japan
2428,2019-11-8,Bugatti Veyron by Mansory Vivere,red,red,3.7485,3.7099394416008815,2,3.635740652768864,Akemi,tokio,japan
2429,2019-11-15,W Motors Lykan Hypersport,black,red,3.57,3.5281646743144335,2,3.457601380828145,Sayuri,tokio,japan
2430,2019-11-15,Lamborghini Veneno Roadster,red,white,4.819500000000001,4.770545193170664,3,4.627428837375544,Sakura,tokio,japan
2431,2019-11-6,Bugatti La Voiture Noire,white,gold,20.0277,19.848716036148524,3,19.253254555064068,Hinata,tokio,japan
2432,2019-11-21,Bugatti Chiron,brown,red,3.19725,3.166150831138773,0,3.166150831138773,Sayuri,tokio,japan
2433,2019-11-18,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.980142585113141,2,13.700539733410878,Hana,tokio,japan
2434,2019-11-4,Aston Martin Valkyrie,brown,black,3.3600000000000003,3.3156228891520625,0,3.3156228891520625,Isa,riad,Saudi Arabia
2435,2019-11-4,Bugatti Chiron,red,white,3.1059,3.071045228393459,0,3.071045228393459,Isa,riad,Saudi Arabia
2436,2019-11-15,Bugatti La Voiture Noire,black,black,18.7,18.413811940845196,2,18.045535702028292,Isa,riad,Saudi Arabia
2437,2019-11-22,Aston Martin Valkyrie,black,black,3.2,3.1690053142811947,1,3.1373152611383825,Isa,riad,Saudi Arabia
2438,2019-11-17,Rolls-Royce Sweptail,black,white,13.056000000000001,12.92895895728686,1,12.79966936771399,Isa,riad,Saudi Arabia
2439,2019-12-1,Bugatti La Voiture Noire,brown,black,19.635,19.377893357468817,2,18.990335490319442,Helena,sao paulo,brazil
2440,2019-12-19,Bugatti Chiron,white,black,2.9579999999999997,2.920705977926025,1,2.8914989181467647,Alice,sao paulo,brazil
2441,2019-12-17,Bugatti La Voiture Noire,brown,gold,20.616750000000003,20.406968464014362,1,20.20289877937422,Heloísa,sao paulo,brazil
2442,2019-12-13,Bugatti Chiron,red,black,3.045,3.0182962500352297,2,2.9579303250345252,Heloísa,sao paulo,brazil
2443,2019-12-22,Bugatti Chiron,red,silver,3.19725,3.157259512477342,2,3.0941143222277954,Sophia,sao paulo,brazil
2444,2019-12-7,McLaren P1 LM,white,silver,3.9627000000000008,3.926348879517941,3,3.808558413132403,Manuela,sao paulo,brazil
2445,2019-12-14,Bugatti La Voiture Noire,brown,silver,20.616750000000003,20.364883405372883,2,19.957585737265426,Manuela,sao paulo,brazil
2446,2019-12-16,Aston Martin Valkyrie,black,blue,3.3600000000000003,3.3140574754777963,2,3.2477763259682404,Manuela,sao paulo,brazil
2447,2019-12-16,Bugatti La Voiture Noire,brown,silver,20.616750000000003,20.41342208629359,3,19.801019423704783,Sophia,sao paulo,brazil
2448,2019-12-11,Bugatti La Voiture Noire,brown,white,20.027700000000003,19.709397360345676,3,19.118115439535305,Laura,sao paulo,brazil
2449,2019-12-23,Lamborghini Veneno Roadster,red,blue,4.961250000000001,4.911008608619715,3,4.763678350361124,Sophia,sao paulo,brazil
2450,2019-12-1,Aston Martin Valkyrie,white,white,3.3292800000000002,3.297637139086896,0,3.297637139086896,Alice,sao paulo,brazil
2451,2019-12-24,Lamborghini Veneno Roadster,white,white,4.6818,4.6340813055136785,1,4.587740492458542,Heloísa,sao paulo,brazil
2452,2019-12-9,Aston Martin Valkyrie,black,blue,3.3600000000000003,3.314183248227629,0,3.314183248227629,Helena,sao paulo,brazil
2453,2019-12-15,Bugatti La Voiture Noire,brown,silver,20.616750000000003,20.335065202146307,3,19.725013246081918,Manuela,sao paulo,brazil
2454,2019-12-7,McLaren P1 LM,black,black,3.7,3.660341473149605,1,3.623738058418109,Maitê,new york,united state
2455,2019-12-22,Bugatti Chiron,white,silver,3.1058999999999997,3.0701632993058308,2,3.008760033319714,Maria Luísa,new york,united state
2456,2019-12-5,Bugatti La Voiture Noire,white,black,19.073999999999998,18.905912852700393,2,18.527794595646384,Valentina,new york,united state
2457,2019-12-24,Bugatti Chiron,white,silver,3.1058999999999997,3.069157098718133,2,3.0077739567437702,Antonella,new york,united state
2458,2019-12-19,McLaren P1 LM,red,silver,4.07925,4.027299999669777,1,3.9870269996730796,Júlia,new york,united state
2459,2019-12-4,Bugatti Veyron by Mansory Vivere,white,white,3.53736,3.4901772038969785,1,3.455275431858009,Júlia,new york,united state
2460,2019-12-10,W Motors Lykan Hypersport,brown,white,3.6414,3.604658167360478,1,3.5686115856868734,Mariana,new york,united state
